Plant_ID,Scientific Name,NPSOT Propagation Common Name,NPSOT Propagation Materials,NPSOT Propagation Treatment Tags,NPSOT Propagation Public Note,NPSOT Propagation Source URL,NPSOT Propagation References
Lobelia cardinalis,Lobelia cardinalis,Cardinal Flower,Seed | Stem,Stratification | Layering,Materials listed: Seed | Stem. Treatment tags listed: Stratification | Layering. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/lobelia-cardinalis/,https://www.wildflower.org/plants/result.php?id_plant=LOCA2
Lonicera albiflora,Lonicera albiflora,White Honeysuckle,Seed,Stratification,Materials listed: Seed. Treatment tags listed: Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/lonicera-albiflora/,https://www.wildflower.org/plants/result.php?id_plant=LOAL
Lonicera sempervirens,Lonicera sempervirens,Coral Honeysuckle,Softwood | Seed,Cutting | Stratification,Materials listed: Softwood | Seed. Treatment tags listed: Cutting | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/lonicera-sempervirens/,https://www.thespruce.com/coral-honeysuckle-guide-5190661 | https://www.wildflower.org/plants/result.php?id_plant=lose
Ludwigia octovalvis,Ludwigia octovalvis,Mexican Primrose Willow,Seed | Stem | Offshoots,No Treatment | Cutting,Materials listed: Seed | Stem | Offshoots. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/ludwigia-octovalvis/,https://www.picturethisai.com/care/Ludwigia_octovalvis.html#:~:text=Key%20care%20points%20include%20ensuring | https://blog.cantonaquatics.com/aqua-eden-chronicles/the-ultimate-guide-to-propagating-ludwigia-repens#:~:text=Simply%20cut%20a%20healthy%20stem
Lupinus texensis,Lupinus texensis,Texas Bluebonnet,Seed,Scarification,Materials listed: Seed. Treatment tags listed: Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/lupinus-texensis/,https://www.wildflower.org/plants/result.php?id_plant=LUTE
Lycium berlandieri,Lycium berlandieri,Berlandier's Wolfberry,Seed | Semi-harwood | Softwood | Suckers,Stratification | Cutting | Division,Materials listed: Seed | Semi-harwood | Softwood | Suckers. Treatment tags listed: Stratification | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/lycium-berlandieri/,https://www.wildflower.org/plants/result.php?id_plant=LYBE | https://rngr.net/npn/propagation/protocols/lycium-berlandieri-lycium#:~:text=Mash%20the%20very%20wet%20berries | https://pfaf.org/user/Plant.aspx?LatinName=Lycium+berlandieri#:~:text=Plant%20Propagation | https://www.fs.usda.gov/database/feis/plants/shrub/lycber/all.html#:~:text=Stratified%20seeds%20of%20other%20wolfberry | https://www.botanikks.com
Lygodesmia texana,Lygodesmia texana,Texas Skeleton Plant,Stem,Cutting,Materials listed: Stem. Treatment tags listed: Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/lygodesmia-texana/,https://www.picturethisai.com/care/propagate/Lygodesmia_texana.html
Lythrum alatum,Lythrum alatum,Winged Loosestrife,Clump | Seed,Division | No Treatment | Stratification,Materials listed: Clump | Seed. Treatment tags listed: Division | No Treatment | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/lythrum-alatum/,https://earthone.io/plant/lythrum%20alatum | https://www.everwilde.com/store/Lythrum-alatum-WildFlower-Seed.html | https://www.picturethisai.com/care/propagate/Lythrum_alatum.html
Maclura pomifera,Maclura pomifera,Osage Orange,Seed | Hardwood,Scarification | Cutting,Materials listed: Seed | Hardwood. Treatment tags listed: Scarification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/maclura-pomifera/,https://earthone.io/plant/maclura%20pomifera | https://www.gardenia.net/plant/maclura-pomifera#:~:text=Cuttings%20*%20Take%20hardwood%20cuttings%20in%20late
Berberis trifoliolata,Berberis trifoliolata,Agarita,Seed | Hardwood | Suckers,Stratification | Cutting | Division,Materials listed: Seed | Hardwood | Suckers. Treatment tags listed: Stratification | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/mahonia-trifoliolata/,https://en.wikipedia.org/wiki/Berberis_trifoliolata#:~:text=The%20plant%20can%20be%20reproduced | https://www.ensembletexas.com/agarita-mahonia-trifoliolata/#:~:text=Propagation: | https://pfaf.org/user/Plant.aspx?LatinName=Mahonia+trifoliolata#:~:text=Plant%20Propagation
Malvaviscus arboreus,Malvaviscus arboreus,Turk's Cap,Seed | Stem | Clump,No Treatment | Cutting | Division,Materials listed: Seed | Stem | Clump. Treatment tags listed: No Treatment | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/malvaviscus-arboreus-var-drummondii/,https://www.wildflower.org/plants/result.php?id_plant=MAARD#:~:text=Propagation%20Material:%20Root%20Division%20%2C%20Seeds | https://earthone.io/plant/malvaviscus%20arboreus
Marshallia caespitosa,Marshallia caespitosa,Barbara's Buttons,Seed | Clump division,No Treatment | Division,Materials listed: Seed | Clump division. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/marshallia-caespitosa/,https://propagate.one/how-to-propagate-marshallia-caespitosa/ | https://greg.app/barbaras-buttons-overview/#:~:text=%F0%9F%8C%B1%20Seed%20Propagation
Marsilea macropoda,Marsilea macropoda,Bigfoot Waterclover,Seed | Clump,No Treatment | Division,Materials listed: Seed | Clump. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/marsilea-macropoda/,https://www.picturethisai.com/care/Marsilea_vestita.html# | https://www.wildflower.org/plants/result.php?id_plant=MAMA9
Marsilea vestita,Marsilea vestita,Hairy Water Clover,Root,Division,Materials listed: Root. Treatment tags listed: Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/marsilea-vestita/,https://www.wildflower.org/plants/result.php?id_plant=MAVE2
Matelea biflora,Matelea biflora,Purple Milkweed Vine,Seed | Stem,Scarification | Stratification | Cutting,Materials listed: Seed | Stem. Treatment tags listed: Scarification | Stratification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/matelea-biflora/,https://plantflowerseeds.com/products/matelea-biflora#:~:text=Germinating%20Matelea%20biflora%20seeds%20can | https://greg.app/matelea-biflora-overview/#:~:text=Start%20by%20collecting%20seeds%20from
Matelea reticulata,Matelea reticulata,Pearl Milkweed Vine,Seed | Stem | Root,No Treatment | Cutting | Division,Materials listed: Seed | Stem | Root. Treatment tags listed: No Treatment | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/matelea-reticulata/,https://www.wildflower.org/plants/result.php?id_plant=MARE4 | https://greg.app/green-milkweed-vine-overview/
Maurandella antirrhiniflora,Maurandella antirrhiniflora,Snapdragon Vine,Seed | Stem,No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/maurandella-antirrhiniflora/,https://propagate.one/how-to-propagate-maurandella-antirrhiniflora/?print=pdf
Melampodium leucanthum,Melampodium leucanthum,Blackfoot Daisy,Seed | Stem,No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/melampodium-leucanthum/,https://www.bhg.com/gardening/plant-dictionary/annual/melampodium/#:~:text=How%20to%20Propagate%20Melampodium | https://plantiary.com/plant/melampodium-leucanthum_1074.html#:~:text=To%20propagate%20this%20plant%2C%20you
Melica mutica,Melica mutica,Two-flower Melic Grass,Clump,Division,Materials listed: Clump. Treatment tags listed: Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/melica-mutica/,https://www.picturethisai.com/wiki/Melica_mutica.html
Melochia pyramidata,Melochia pyramidata,Pyramid Flower,Seed | Stem,No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/melochia-pyramidata/,https://www.picturethisai.com/wiki/Melochia_pyramidata.html#:~:text=Pyramid%20flower%20(Melochia%20pyramidata | https://earthone.io/plant/melochia%20pyramidata?srsltid=AfmBOoq8j7Qtme3NMsO-at6WLinChO9HeL8e7SqEhz0WuH5Il8u8EjmI
Menodora heterophylla,Menodora heterophylla,Low Menodora,Seed | Stem,No Treatment | Stratification | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Stratification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/menodora-heterophylla/,https://www.picturethisai.com/care/propagate/Menodora_heterophylla.html#:~:text=Harvest%20mature%20seeds%20from%20existing | https://www.botanikks.com/plants/menodora-heterophylla-moric-ex-dc/559367/1 | https://propagate.one/how-to-propagate-menodora-heterophylla/
Menodora longiflora,Menodora longiflora,Showy Menodora,Seed | Stem,No Treatment | Scarification | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Scarification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/menodora-longiflora/,https://www.picturethisai.com/care/propagate/Menodora_longiflora.html#:~:text=Showy%20menodora%20thrives%20well%20in | https://www.forwardplant.com/plant-info/menodora-longiflora/
Merremia dissecta,Merremia dissecta,Alamo Vine,Seed | Stem | Root,Scarification | Cutting,Materials listed: Seed | Stem | Root. Treatment tags listed: Scarification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/merremia-dissecta/,https://floridaseeds.net/products/cutleaf-morning-glory-merremia-dissecta-organic-10-fresh-seeds-free-us-shipping | https://plantiary.com/plant/merremia-dissecta_5590.html | https://sharonsflorida.com/plants-page/native-vines/noyau-vine/
Meximalva filipes,Meximalva filipes,Texasfan,Seed | Stem,No Treatment | Cutting | Scarification,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Cutting | Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/meximalva-filipes/,https://propagate.one/how-to-propagate-meximalva-filipes/ | https://www.montana.edu/extension/broadwater/blog-article.html?id=21879 | https://www.picturethisai.com/care/propagate/Meximalva_filipes.html
Mimosa strigillosa,Mimosa strigillosa,Powderpuff,Stem | Seed,Cutting | Scarification,Materials listed: Stem | Seed. Treatment tags listed: Cutting | Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/mimosa-strigillosa/,https://www.wildflower.org/plants/result.php?id_plant=MIST2 | https://floridanativegarden.wordpress.com/2017/04/14/a-short-bit-on-sunshine-mimosa-mimosa-strigillosa/#:~:text=Mimosa%20strigillosa%20is%20easily%20propagated
Mirabilis albida,Mirabilis albida,White Four O'Clock,Seed | Stem,No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/mirabilis-albida/,https://earthone.io/plant/mirabilis%20albida?srsltid=AfmBOoqqnZw_ONtkCk2J74geDcBGyiifbTqj2i8Ie8wz_Ms2Ey9Lrd01
Mirabilis linearis,Mirabilis linearis,Narrowleaf Four O'Clock,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/mirabilis-linearis/,https://www.picturethisai.com/care/propagate/Mirabilis_linearis.html
Mirabilis nyctaginea,Mirabilis nyctaginea,Wild Four O'clock,Seed | Stem,Scarification | No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: Scarification | No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/mirabilis-nyctaginea/,https://www.picturethisai.com/care/propagate/Mirabilis_nyctaginea.html | https://plants.ces.ncsu.edu/plants/mirabilis-jalapa/#:~:text=Four%2Do'clock%20can%20be | https://propagate.one/how-to-propagate-mirabilis-nyctaginea/ | https://pfaf.org/user/Plant.aspx?LatinName=Mirabilis+nyctaginea#:~:text=Plant%20Propagation
Monarda citriodora,Monarda citriodora,Horsemint,Seed | Offshoots | Clump,No Treatment | Cutting | Division,Materials listed: Seed | Offshoots | Clump. Treatment tags listed: No Treatment | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/monarda-citriodora/,https://pfaf.org/user/Plant.aspx?LatinName=Monarda+citriodora#:~:text=Plant%20Propagation
Monarda fistulosa,Monarda fistulosa,Beebalm,Stem | Seed | Clump,Division | Stratification | No Treatment,Materials listed: Stem | Seed | Clump. Treatment tags listed: Division | Stratification | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/monarda-fistulosa/,https://plants.usda.gov/DocumentLibrary/plantguide/pdf/cs_mofi.pdf | https://www.wildflower.org/plants/result.php?id_plant=MOFI | https://warcapps.usgs.gov/PlantID/Species/Details/2628#:~:text=Propagation%20by%20seeds%20is%20easy | https://pfaf.org/user/Plant.aspx?LatinName=Monarda+fistulosa#:~:text=Plant%20Propagation | https://npn.rngr.net/renderNPNProtocolDetails?selectedProtocolIds=lamiaceae-monarda-95#:~:text=Ecotype:
Monarda punctata,Monarda punctata,Spotted Beebalm,Seed | Stem | Clump,No Treatment | Cutting | Division,Materials listed: Seed | Stem | Clump. Treatment tags listed: No Treatment | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/monarda-punctata/,https://www.epicgardening.com/spotted-bee-balm/ | https://pfaf.org/user/Plant.aspx?LatinName=Monarda+punctata#:~:text=Plant%20Propagation | https://www.gardeningknowhow.com/ornamental/flowers/how-to-grow-horsemint | https://earthone.io/plant/monarda%20punctata
Morus rubra,Morus rubra,Red Mulberry,Seed | Hardwood,Stratification | Cutting,Materials listed: Seed | Hardwood. Treatment tags listed: Stratification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/morus-rubra/,https://lovenativeplants.com/blog/redmulberry#:~:text=Propagation%20Tips:%20Collect%20fruit%20around | https://woodlanders.net/products/morus-rubra#:~:text=Propagation:%20Morus%20rubra%20can%20be | https://hort.ifas.ufl.edu/database/lppi/sp258.shtml
Muhlenbergia capillaris,Muhlenbergia capillaris,Gulf Muhly,Clump | Seed,Division,Materials listed: Clump | Seed. Treatment tags listed: Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/muhlenbergia-capillaris/,https://www.wildflower.org/plants/result.php?id_plant=MUCA2 | https://www.picturethisai.com/care/propagate/Muhlenbergia_capillaris.html#:~:text=What%20Is%20the%20Best%20Time | https://dallascountymastergardeners.org/muhlenbergia-capillaris-pink-muhly-grass/
Muhlenbergia dubia,Muhlenbergia dubia,Pine Muhly,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/muhlenbergia-dubia/,https://www.wildflower.org/plants/result.php?id_plant=MUDU
Muhlenbergia schreberi,Muhlenbergia schreberi,Nimblewill,Seed | Clump | Softwood,No Treatment | Division | Cutting,Materials listed: Seed | Clump | Softwood. Treatment tags listed: No Treatment | Division | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/muhlenbergia-schreberi/,https://propagate.one/how-to-propagate-muhlenbergia-schreberi/ | https://plants.ces.ncsu.edu/plants/muhlenbergia-schreberi/#:~:text=In%20the%20fall%2C%20attractive%20panicles | https://gardeningsolutions.ifas.ufl.edu/plants/ornamentals/muhly-grass/#:~:text=As%20the%20plants%20age%2C%20they
Nassella leucotricha,Nassella leucotricha,Texas Wintergrass,Seed | Bud | Stem,No Treatment | Division | Cutting,Materials listed: Seed | Bud | Stem. Treatment tags listed: No Treatment | Division | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/nassella-leucotricha/,https://greg.app/texas-wintergrass-overview/#:~:text=%F0%9F%8C%9E%20Texas%20Wintergrass%20thrives%20in
Nemastylis geminiflora,Nemastylis geminiflora,Prairie Celestials,Bulb | Seed,Division | Stratification,Materials listed: Bulb | Seed. Treatment tags listed: Division | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/nemastylis-geminiflora/,https://www.picturethisai.com/wiki/Nemastylis_geminiflora.html#:~:text=Propagation:%20Prairie%20pleatleaf%20can%20be | https://propagate.one/how-to-propagate-nemastylis-geminiflora/
Nemophila phacelioides,Nemophila phacelioides,Baby Blue Eyes,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/nemophila-phacelioides/,https://en.wikipedia.org/wiki/Nemophila_phacelioides#:~:text=Cultivation | https://earthone.io/plant/nemophila%20phacelioides?srsltid=AfmBOopD5nCKxIIb2D15NB1TwjX2TLD1FldLfu-3WQDFHwOrSVnJxgwj | https://anps.org/2016/05/02/know-your-natives-large-flower-baby-blue-eyes/ | https://www.picturethisai.com/wiki/Nemophila_phacelioides.html
Neptunia pubescens,Neptunia pubescens,Tropical Puff,Seed,Scarification,Materials listed: Seed. Treatment tags listed: Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/neptunia-pubescens/,https://hawthornhillwildflowers.blogspot.com/2020/06/tropical-puff-neptunia-pubescens.html
Nolina lindheimeriana,Nolina lindheimeriana,Devil's Shoestring,Seed | Clump,No Treatment | Division,Materials listed: Seed | Clump. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/nolina-lindheimeriana/,https://propagate.one/how-to-propagate-nolina-lindheimeriana/
Nolina texana,Nolina texana,Texas Beargrass,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/nolina-texana/,https://www.wildflower.org/plants/result.php?id_plant=NOTE
Nyctaginia capitata,Nyctaginia capitata,Devil's Bouquet,Seed | Stem | Bud,Scarification | Cutting | Division,Materials listed: Seed | Stem | Bud. Treatment tags listed: Scarification | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/nyctaginia-capitata/,https://greg.app/headed-four-oclock-overview/#:~:text=%F0%9F%8C%B1%20Seed%20Propagation | https://www.picturethisai.com/care/Nyctaginia_capitata.html#:~:text=How%20to%20Propagate%20Devil's%20bouquet?&text=This%20captivating%20ornamental's%20allure%20is
Nymphaea odorata,Nymphaea odorata,White Waterlily,Rhizome,Division,Materials listed: Rhizome. Treatment tags listed: Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/nymphaea-odorata/,https://earthone.io/plant/nymphaea%20odorata?srsltid=AfmBOooy3H3XurVN-gYEY5W06fbKtx8l02PXxgNHGGlAPQ7nzXC3wAFj
Other common name(s):,Other common name(s):,Long Flower Beeblossom,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/oenothera-%ef%ac%81liformis/,https://www.picturethisai.com/care/propagate/Oenothera_filiformis.html | https://earthone.io/plant/oenothera%20lindheimeri
Oenothera hartwegii,Oenothera hartwegii,Western Primrose,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/oenothera-hartwegii-ssp-hartwegii/,https://www.picturethisai.com/care/propagate/Oenothera_hartwegii_subsp._hartwegii.html
Oenothera laciniata,Oenothera laciniata,Cutleaf Evening Primrose,Seed | Clump,No Treatment | Division,Materials listed: Seed | Clump. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/oenothera-laciniata/,https://greg.app/cutleaf-evening-primrose-overview/#:~:text=%E2%9C%82%EF%B8%8F%20Division%20of%20Established%20Plants | https://www.picturethisai.com/care/Oenothera_laciniata.html
Oenothera macrocarpa,Oenothera macrocarpa,Missouri Primrose,Seed | Stem,No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/oenothera-macrocarpa/,https://earthone.io/plant/oenothera%20macrocarpa
Oenothera serrulata,Oenothera serrulata,Yellow Evening Primrose,Stem | Seed,Cutting | Scarification,Materials listed: Stem | Seed. Treatment tags listed: Cutting | Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/oenothera-serrulata/,https://www.picturethisai.com/care/Oenothera_serrulata.html | https://davesgarden.com/guides/pf/go/185704 | https://earthone.io/plant/oenothera%20parviflora
Oenothera speciosa,Oenothera speciosa,Pink Evening Primrose,Root | Seed | Stem,Division | No Treatment | Cutting,Materials listed: Root | Seed | Stem. Treatment tags listed: Division | No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/oenothera-speciosa/,https://planetdesert.com/products/pink-ladies-plant-oenothera-speciosa#:~:text=How%20to%20Propagate%20Oenothera%20speciosa | https://propagate.one/how-to-propagate-oenothera-speciosa/#google_vignette | https://www.greauxnative.org/post/pink-evening-primrose-oenothera-speciosa#:~:text=This%20plant%20can%20be%20propagated
Onosmodium bejariense var. bejariense,Onosmodium bejariense var. bejariense,False Gromwell,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/onosmodium-bejariense-var-bejariense/,https://www.wildflower.org/expert/show.php?id=1769 | https://davesgarden.com/guides/pf/go/68305
Opuntia engelmannii,Opuntia engelmannii,Prickly Pear,Stem | Seed,Transplant | Scarification,Materials listed: Stem | Seed. Treatment tags listed: Transplant | Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/opuntia-engelmannii-var-lindheimeri/,https://propagate.one/how-to-propagate-opuntia-engelmannii/
Oxalis drummondii,Oxalis drummondii,Drummond's Woodsorrel,Seed | Clump division | Root,No Treatment | Division,Materials listed: Seed | Clump division | Root. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/oxalis-drummondii/,https://greg.app/drummonds-woodsorrel-overview/#:~:text=%F0%9F%8C%B1%20Seed%20Propagation | https://www.picturethisai.com/care/Oxalis_drummondii.html#:~:text=How%20to%20Propagate%20Drummond's%20woodsorrel?&text=Drummond's%20woodsorrel%20can%20be%20effectively | https://earthone.io/plant/oxalis%20drummondii
Packera obovata,Packera obovata,Golden Groundsel,Seed | Offshoots,No Treatment | Division | Stratification,Materials listed: Seed | Offshoots. Treatment tags listed: No Treatment | Division | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/packera-obovata/,https://mowildflowers.net/packera-obovata-roundleaf-groundsel/# | https://www.youtube.com/watch?v=zDvVug7UBFU
Palafoxia rosea,Palafoxia rosea,Rosy Palafox,Seed,Stratification | No Treatment,Materials listed: Seed. Treatment tags listed: Stratification | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/palafoxia-rosea/,https://davesgarden.com/guides/pf/go/983
Panicum virgatum,Panicum virgatum,Switchgrass,Seed | Clump,No Treatment | Division,Materials listed: Seed | Clump. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/panicum-virgatum/,https://hort.extension.wisc.edu/articles/switch-grass-panicum-virgatum/#:~:text=Propagating%20Switchgrass&text=The%20species%20can%20be%20grown | https://www.wildflowerfarm.com/panicum-virgatum-switchgrass.html#:~:text=Here's%20some%20information%20about%20growing%20Panicum%20virgatum | https://www.gardendesign.com/ornamental-grasses/switchgrass.html#:~:text=Switchgrass%20should%20be%20divided%20every | https://growingthehomegarden.com/propagating-switchgrass-through/
Pappophorum bicolor,Pappophorum bicolor,Pink Pappusgrass,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/pappophorum-bicolor/,https://www.nrcs.usda.gov/plantmaterials/stpmcpg9999.pdf
Parthenocissus heptaphylla,Parthenocissus heptaphylla,Seven-leaf Creeper,Semi-harwood | Hardwood | Stem | Seed,Cutting | Layering | Stratification | No Treatment,Materials listed: Semi-harwood | Hardwood | Stem | Seed. Treatment tags listed: Cutting | Layering | Stratification | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/parthenocissus-heptaphylla/,https://www.picturethisai.com/care/propagate/Parthenocissus_heptaphylla.html | https://plantiary.com/plant/parthenocissus-heptaphylla_40935.html | https://propagate.one/how-to-propagate-parthenocissus-heptaphylla/ | https://greg.app/parthenocissus-heptaphylla-overview/
