recordID,scientificName,acceptedName,commonName,regionGroup,primaryMicroregion,secondaryMicroregions,fineHabitatTags,fineHabitatSummary,nativeHabitat,soilDescription,moistureWaterLight,wetlandStatusSummary,confidence,reviewNeeded,publicStatus,publicationNote,lbjProfileURL,usdaPlantsURL,fnaSearchURL,fnaDirectCandidateURL,wetlandPlantListURL,nrcsWebSoilSurveyURL,nrcsEDITURL,epaEcoregionsURL,tpwdEMSURL,sourceUseNote,datasetVersion,lastUpdated,onlineSlug
44,Asclepias texana,Asclepias texana,Texas Milkweed,Woodland and karst upland systems,Karst Outcrops,Shallow Upland Prairie; Mesic Canyons & Seeps; Riparian Banks,stream/river bank; ravine/canyon/depression; rocky/ledge/slope; dry upland; sunny open,dry rocky canyon/arroyos plus workbook ravines/stream banks,"Woodlands' edge, Opening, Ditches, Ravines, Depressions, Stream, river banks","Sandy, Sandy Loam, Gravelly",Dry; Low; Sun,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=ASTE,https://plants.usda.gov/home/basicSearchResults?searchString=Asclepias+texana,https://floranorthamerica.org/Special:Search?search=Asclepias+texana,https://floranorthamerica.org/Asclepias_texana,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,asclepias-texana
45,Asclepias texana,Asclepias texana,Texas  Milkweed,Woodland and karst upland systems,Karst Outcrops,Shallow Upland Prairie; Mesic Canyons & Seeps; Riparian Banks,stream/river bank; ravine/canyon/depression; rocky/ledge/slope; dry upland; sunny open,dry rocky canyon/arroyos plus workbook ravines/stream banks,"Woodlands' edge, Opening, Ditches, Ravines, Depressions, Stream, river banks","Sandy, Sandy Loam, Gravelly",Dry; Low; Sun,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=ASTE,https://plants.usda.gov/home/basicSearchResults?searchString=Asclepias+texana,https://floranorthamerica.org/Special:Search?search=Asclepias+texana,https://floranorthamerica.org/Asclepias_texana,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,asclepias-texana
46,Asclepias tuberosa,Asclepias tuberosa,"Butterflyweed, Butterfly Weed, Butterfly Milkweed, Orange Milkweed, Pleurisy Root, Chigger Flower, Chiggerweed",Upland prairie and open grassland systems,Shallow Upland Prairie,,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Grows in prairies, open woods, canyons, and hillsides throughout most of the state, common in eastern two thirds of Texas, uncommon in the Hill Country. Plant in well-drained sand, loam, clay, or limestone.",Prefers well-drained sandy soils. Tolerates drought.,"Dry , Moist; Low; Sun; Medium; High",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=ASTU,https://plants.usda.gov/home/basicSearchResults?searchString=Asclepias+tuberosa,https://floranorthamerica.org/Special:Search?search=Asclepias+tuberosa,https://floranorthamerica.org/Asclepias_tuberosa,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,asclepias-tuberosa
47,Asclepias viridis,Asclepias viridis,"Green Milkweed, Spider Milkweed",Upland prairie and open grassland systems,Shallow Upland Prairie,,open dry upland prairie/grassland,open dry upland prairie/grassland,"Dry areas, prairies, pastures, glades, ditches, disturbed ground, limestone soils.",,Moist; Low; Sun,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=ASVI2,https://plants.usda.gov/home/basicSearchResults?searchString=Asclepias+viridis,https://floranorthamerica.org/Special:Search?search=Asclepias+viridis,https://floranorthamerica.org/Asclepias_viridis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,asclepias-viridis
48,Baptisia bracteata,Baptisia bracteata,Wild Indigo,Upland prairie and open grassland systems,Shallow Upland Prairie,Upland Woodland; Karst Outcrops; Riparian Banks,stream/river bank; rocky/ledge/slope; prairie/open field; woodland/wood edge; dry upland; moist mesic; sunny open; shade/part shade,"prairies, rocky woods, fields, and along streams",,,"Dry , Moist; Sun , Part Shade; High",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=BABR2,https://plants.usda.gov/home/basicSearchResults?searchString=Baptisia+bracteata,https://floranorthamerica.org/Special:Search?search=Baptisia+bracteata,https://floranorthamerica.org/Baptisia_bracteata,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,baptisia-bracteata
49,Berlandiera lyrata,Berlandiera lyrata,"Chocolate Daisy, Chocolate Flower, Lyreleaf Greeneyes, Green-eyed Lyre Leaf",Woodland and karst upland systems,Karst Outcrops,,rocky calcareous limestone outcrop,rocky calcareous limestone outcrop,"Dry, rocky limestone soils in Texas panhandle and west of the Pecos River. Well-drained sand, loam, clay, caliche. Well-drained plains & mesas",,"Moist; Low; Sun , Part Shade; High",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=BELY,https://plants.usda.gov/home/basicSearchResults?searchString=Berlandiera+lyrata,https://floranorthamerica.org/Special:Search?search=Berlandiera+lyrata,https://floranorthamerica.org/Berlandiera_lyrata,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,berlandiera-lyrata
50,Brickellia eupatorioides,Brickellia eupatorioides,False Boneset,Upland prairie and open grassland systems,Shallow Upland Prairie,Deep Clay Prairie; Upland Savanna,prairie/open field; sunny open,grassland communities / prairie-type openings,,,,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=BREU,https://plants.usda.gov/home/basicSearchResults?searchString=Brickellia+eupatorioides,https://floranorthamerica.org/Special:Search?search=Brickellia+eupatorioides,https://floranorthamerica.org/Brickellia_eupatorioides,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,brickellia-eupatorioides
51,Callirhoe involucrata,Callirhoe involucrata,"Winecup, Purple Poppy Mallow",Upland prairie and open grassland systems,Shallow Upland Prairie,Karst Outcrops,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,It is usually found in open woods and on rocky hills in shrublands and thickets.,"Well-drained, rocky or sandy soils. Clay, Clay Loam, Medium Loam, Sandy Loam, Sandy, Gravelly, Calcareous, Acid-based.","Dry , Moist; Medium; Sun , Part Shade; Medium",,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.",https://www.wildflower.org/plants/result.php?id_plant=CAIN2,https://plants.usda.gov/home/basicSearchResults?searchString=Callirhoe+involucrata,https://floranorthamerica.org/Special:Search?search=Callirhoe+involucrata,https://floranorthamerica.org/Callirhoe_involucrata,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,callirhoe-involucrata
52,Calylophus berlandieri,Calylophus berlandieri,"Berlandier's Sundrops , Square-bud Primrose, Sundrops","Ecotone, thicket, and disturbance-edge systems",Ecotone / Edge Thicket,Karst Outcrops; Ecotone / Edge Thicket,"disturbed edge, roadside, or old-field transition","disturbed edge, roadside, or old-field transition",Plains; woodland edges; roadsides,Sandy or rocky soils.,"Moist; Low; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=CABE6,https://plants.usda.gov/home/basicSearchResults?searchString=Calylophus+berlandieri,https://floranorthamerica.org/Special:Search?search=Calylophus+berlandieri,https://floranorthamerica.org/Calylophus_berlandieri,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,calylophus-berlandieri
53,Calyptocarpus vialis,Calyptocarpus vialis,Horseherb,Upland prairie and open grassland systems,Shallow Upland Prairie,Shallow Upland Prairie; Upland Woodland,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Woodlands, fields, meadows, often in disturbed soils.","Well-drained sand, loam, clay, caliche, calcareous preferred","Dry , Moist; Low , Medium; Sun , Part Shade , Shade; High","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FAC FAC FAC FAC FAC FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=CAVI2,https://plants.usda.gov/home/basicSearchResults?searchString=Calyptocarpus+vialis,https://floranorthamerica.org/Special:Search?search=Calyptocarpus+vialis,https://floranorthamerica.org/Calyptocarpus_vialis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,calyptocarpus-vialis
54,Capsicum annuum,Capsicum annuum,"Chile Tepin, Chile Pequin, Chiltepin, Chile Petin, Bird Pepper, Turkey Pepper , Cayenne Pepper",Woodland and karst upland systems,Karst Outcrops,Upland Woodland; Deep Clay Prairie,"limestone ledge, cliff, or bluff","limestone ledge, cliff, or bluff","On ledges along rivers, in thickets and groves and along arroyos on the Edwards Plateau and in South Texas. Well drained sand, loam, clay, caliche, limestone.","clay, heavy clay, sandy loam","Moist; Low; Sun , Part Shade , Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=CAAN4,https://plants.usda.gov/home/basicSearchResults?searchString=Capsicum+annuum,https://floranorthamerica.org/Special:Search?search=Capsicum+annuum,https://floranorthamerica.org/Capsicum_annuum,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,capsicum-annuum
55,Carex blanda,Carex blanda,"Eastern Woodland Sedge, Creek Sedge, Common Wood Sedge",Riparian and floodplain systems,Riparian Banks,,riparian corridor or drainage margin,riparian corridor or drainage margin,"Frequent in moist woods, creek and river terraces, North Central Texas west to the Edwards Plateau. Needs good drainage.",,"Dry , Moist; High; Sun , Part Shade , Shade; Medium","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FAC FAC FAC FAC FAC FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=CABL,https://plants.usda.gov/home/basicSearchResults?searchString=Carex+blanda,https://floranorthamerica.org/Special:Search?search=Carex+blanda,https://floranorthamerica.org/Carex_blanda,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,carex-blanda
56,Carex cherokeensis,Carex cherokeensis,Cherokee Sedge,Woodland and karst upland systems,Upland Woodland,Mesic Canyons & Seeps; Riparian Banks,woodland/wood edge; moist mesic; shade/part shade,"moist sandy loam woodland, needs drainage","Abundant in sandy loam in woodlands in East, Southeast, and North Central Texas. Needs good drainage.",,"Moist , Wet; Medium; Part Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACW FACW FACW FACW FACW | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=CACH3,https://plants.usda.gov/home/basicSearchResults?searchString=Carex+cherokeensis,https://floranorthamerica.org/Special:Search?search=Carex+cherokeensis,https://floranorthamerica.org/Carex_cherokeensis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,carex-cherokeensis
57,Carex emoryi,Carex emoryi,"Emory's Sedge, Emory Sedge",Riparian and floodplain systems,Riparian Banks,Aquatic / Spring Runs,stream/river bank; marsh/swamp/wetland; moist mesic; sunny open; shade/part shade,river and stream banks; sand/gravel bars; shoreline/retention pond use,,,"Wet; Sun , Part Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: OBL OBL OBL OBL OBL OBL OBL | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=CAEM2,https://plants.usda.gov/home/basicSearchResults?searchString=Carex+emoryi,https://floranorthamerica.org/Special:Search?search=Carex+emoryi,https://floranorthamerica.org/Carex_emoryi,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,carex-emoryi
58,Carex perdentata,Carex perdentata,"Sand Sedge, Meadow Sedge",Savanna and woodland-edge systems,Upland Savanna,Upland Woodland; Mesic Canyons & Seeps,woodland/wood edge; dry upland; moist mesic; sunny open,savannas and open mesic forests; high moisture requirement,,,Moist; Sun,,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.",https://www.wildflower.org/plants/result.php?id_plant=CAPE40,https://plants.usda.gov/home/basicSearchResults?searchString=Carex+perdentata,https://floranorthamerica.org/Special:Search?search=Carex+perdentata,https://floranorthamerica.org/Carex_perdentata,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,carex-perdentata
59,Carex texensis,Carex texensis,Texas Sedge,Upland prairie and open grassland systems,Shallow Upland Prairie,Upland Woodland; Upland Savanna,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Sandy woodlands and savannas, particularly in Post Oak ( Quercus stellata ) woods.","Moist, well-drained sands mostly, but adaptable to many soils","Dry , Moist; Medium; Sun , Part Shade",,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.",https://www.wildflower.org/plants/result.php?id_plant=CATE7,https://plants.usda.gov/home/basicSearchResults?searchString=Carex+texensis,https://floranorthamerica.org/Special:Search?search=Carex+texensis,https://floranorthamerica.org/Carex_texensis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,carex-texensis
60,Chaetopappa ericoides,Chaetopappa ericoides,Rose Heath,Woodland and karst upland systems,Karst Outcrops,Upland Woodland; Shallow Upland Prairie,rocky calcareous limestone outcrop,rocky calcareous limestone outcrop,"Rocky areas, Blackbrush to pinyon-juniper woods, southern deserts.",,,,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.",https://www.wildflower.org/plants/result.php?id_plant=CHER2,https://plants.usda.gov/home/basicSearchResults?searchString=Chaetopappa+ericoides,https://floranorthamerica.org/Special:Search?search=Chaetopappa+ericoides,https://floranorthamerica.org/Chaetopappa_ericoides,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,chaetopappa-ericoides
61,Chamaecrista fasciculata,Chamaecrista fasciculata,"Partridge Pea, Sleepingplant, Sensitive Plant",Upland prairie and open grassland systems,Shallow Upland Prairie,,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Open woodlands, Prairie, Plains, Meadows, Pastures, Savannas","Dry, deep, sandy, well-drained soils. Clay, Clay Loam, Medium Loam, Sandy Loam, Sandy, Acid-based, Calcareous","Dry , Moist; Medium; Sun , Part Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FACU FACU FACU FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=CHFA2,https://plants.usda.gov/home/basicSearchResults?searchString=Chamaecrista+fasciculata,https://floranorthamerica.org/Special:Search?search=Chamaecrista+fasciculata,https://floranorthamerica.org/Chamaecrista_fasciculata,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,chamaecrista-fasciculata
62,Commelina erecta,Commelina erecta,"Dayflower, Widow's Tears, White-mouth Dayflower, Whitemouth Dayflower",Upland prairie and open grassland systems,Shallow Upland Prairie,Upland Woodland,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,Open pinelands; dry scrub & woods,"Dry, sandy soils.",Dry; Part Shade,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FAC FAC FACU FAC UPL FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.",https://www.wildflower.org/plants/result.php?id_plant=COER,https://plants.usda.gov/home/basicSearchResults?searchString=Commelina+erecta,https://floranorthamerica.org/Special:Search?search=Commelina+erecta,https://floranorthamerica.org/Commelina_erecta,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,commelina-erecta
63,Conoclinium coelestinum,Conoclinium coelestinum,"Blue Mistflower, Wild Ageratum, Blue Boneset",Riparian and floodplain systems,Riparian Banks,Upland Woodland; Ecotone / Edge Thicket; Deep Clay Prairie,stream/river bank; marsh/swamp/wetland; limestone/caliche/calcareous; deep clay/swale; woodland/wood edge; disturbed/roadside/ditch; moist mesic; sunny open; shade/part shade,wood margins/stream banks/low woods/wet meadows/ditches,Wood margins; stream banks; low woods; wet meadows; ditches,"Moist loam, sand, or clay.","Moist; Medium; Sun , Part Shade; Medium","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FAC FACW FACW FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=COCO13,https://plants.usda.gov/home/basicSearchResults?searchString=Conoclinium+coelestinum,https://floranorthamerica.org/Special:Search?search=Conoclinium+coelestinum,https://floranorthamerica.org/Conoclinium_coelestinum,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,conoclinium-coelestinum
64,Conoclinium coelestinum,Conoclinium coelestinum,"Gregg's Mistflower , Palmleaf Thoroughwort, Palm-leaf Mistflower, Palm-leaf Thoroughwort, Purple Palmleaf Mistflower, Purple Palmleaf Eupatorium",Riparian and floodplain systems,Riparian Banks,Upland Woodland; Ecotone / Edge Thicket; Deep Clay Prairie,stream/river bank; marsh/swamp/wetland; limestone/caliche/calcareous; deep clay/swale; woodland/wood edge; disturbed/roadside/ditch; moist mesic; sunny open; shade/part shade,wood margins/stream banks/low woods/wet meadows/ditches,Wood margins; stream banks; low woods; wet meadows; ditches,"Moist loam, sand, or clay.","Moist; Medium; Sun , Part Shade; Medium","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FAC FACW FACW FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=COCO13,https://plants.usda.gov/home/basicSearchResults?searchString=Conoclinium+coelestinum,https://floranorthamerica.org/Special:Search?search=Conoclinium+coelestinum,https://floranorthamerica.org/Conoclinium_coelestinum,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,conoclinium-coelestinum
